ID_Season,Player,ID,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Season
riverau01_2019,Austin Rivers,riverau01,76.0,2028.0,7.7,0.503,0.5720000000000001,0.166,1.3,7.5,4.4,11.5,1.1,1.0,10.0,14.5,0.4,0.8,1.2,0.027999999999999997,-3.3,-1.0,-4.3,-1.1,2019
robinde01_2019,Devin Robinson,robinde01,7.0,95.0,20.6,0.616,0.063,0.43799999999999994,6.7,16.2,11.4,9.5,2.0,5.3,5.0,17.9,0.2,0.1,0.3,0.175,0.8,1.1,1.9,0.1,2019
robindu01_2019,Duncan Robinson,robindu01,15.0,161.0,7.6,0.514,0.7609999999999999,0.13,1.3,11.2,6.3,4.4,1.5,0.0,7.6,14.0,0.0,0.2,0.2,0.051,-3.4,0.0,-3.4,-0.1,2019
robingl02_2019,Glenn Robinson III,robingl02,47.0,610.0,8.7,0.511,0.35200000000000004,0.22699999999999998,2.9,10.0,6.4,5.1,1.1,1.1,8.5,15.0,0.1,0.6,0.7,0.054000000000000006,-2.8,-0.1,-3.0,-0.2,2019
robinje01_2019,Jerome Robinson,robinje01,33.0,320.0,7.2,0.491,0.518,0.08199999999999999,1.0,12.2,6.8,8.3,1.6,0.7,10.2,16.7,-0.2,0.3,0.1,0.012,-4.2,-0.5,-4.7,-0.2,2019
robinmi01_2019,Mitchell Robinson,robinmi01,66.0,1360.0,22.0,0.6920000000000001,0.0,0.46399999999999997,13.3,19.4,16.3,4.2,1.8,10.0,9.1,12.1,4.0,2.2,6.1,0.217,0.1,2.4,2.5,1.6,2019
rondora01_2019,Rajon Rondo,rondora01,46.0,1369.0,12.1,0.473,0.32899999999999996,0.083,2.6,15.5,9.2,35.5,1.9,0.4,22.1,17.4,-0.2,1.5,1.3,0.047,-1.7,0.2,-1.5,0.2,2019
rosede01_2019,Derrick Rose,rosede01,51.0,1392.0,19.5,0.557,0.19399999999999998,0.212,2.5,8.3,5.4,26.4,1.1,0.7,9.1,27.3,2.6,0.3,3.0,0.102,3.2,-1.7,1.4,1.2,2019
rosste01_2019,Terrence Ross,rosste01,81.0,2150.0,15.4,0.561,0.551,0.14,1.3,12.8,7.0,9.9,1.6,1.1,7.6,23.9,1.7,2.6,4.3,0.095,1.1,-0.3,0.8,1.5,2019
roziete01_2019,Terry Rozier,roziete01,79.0,1791.0,12.9,0.501,0.506,0.14,1.9,16.4,9.1,17.7,1.8,1.0,8.8,18.6,0.9,2.3,3.2,0.086,-0.7,0.5,-0.2,0.8,2019
rubiori01_2019,Ricky Rubio,rubiori01,68.0,1899.0,14.0,0.52,0.348,0.312,1.9,11.8,6.9,32.1,2.3,0.4,17.8,22.7,0.9,2.8,3.7,0.095,-1.0,0.8,-0.2,0.9,2019
russeda01_2019,D'Angelo Russell,russeda01,81.0,2448.0,19.4,0.5329999999999999,0.419,0.135,2.3,11.2,6.8,41.3,1.9,0.6,13.6,31.9,2.4,2.6,5.0,0.09699999999999999,4.0,-0.6,3.4,3.4,2019
sabondo01_2019,Domantas Sabonis,sabondo01,74.0,1838.0,21.9,0.63,0.024,0.41600000000000004,11.5,29.8,20.8,18.2,1.3,1.5,16.2,23.5,4.3,3.3,7.6,0.19699999999999998,1.9,1.3,3.1,2.4,2019
sampsbr01_2019,Brandon Sampson,sampsbr01,14.0,214.0,8.5,0.5670000000000001,0.483,0.1,1.5,6.7,4.1,6.8,1.8,1.2,16.1,15.2,-0.1,0.1,0.0,0.01,-3.9,-0.9,-4.7,-0.1,2019
sampsja02_2019,JaKarr Sampson,sampsja02,4.0,127.0,22.5,0.633,0.259,0.389,4.2,23.4,13.7,5.3,1.5,2.0,5.9,23.1,0.3,0.1,0.5,0.17300000000000001,3.6,0.2,3.7,0.2,2019
saricda01_2019,Dario Šarić,saricda01,81.0,2023.0,13.1,0.563,0.46399999999999997,0.21600000000000003,6.6,17.5,12.1,8.8,1.1,0.4,11.3,17.8,2.3,1.2,3.5,0.084,-0.3,-1.3,-1.6,0.2,2019
satorto01_2019,Tomáš Satoranský,satorto01,80.0,2164.0,14.1,0.59,0.306,0.302,4.0,10.0,7.0,24.6,1.8,0.5,16.7,14.1,3.8,0.9,4.7,0.10400000000000001,-0.4,-0.3,-0.7,0.7,2019
schrode01_2019,Dennis Schröder,schrode01,79.0,2314.0,12.7,0.508,0.33,0.20600000000000002,1.6,11.3,6.3,20.4,1.3,0.4,12.5,24.2,0.4,2.4,2.9,0.06,-1.3,-0.7,-2.0,0.0,2019
scottmi01_2019,Mike Scott,scottmi01,79.0,1395.0,8.6,0.528,0.6,0.079,3.4,17.2,10.5,6.4,0.9,0.7,9.2,14.4,0.4,1.2,1.6,0.053,-1.9,-0.7,-2.5,-0.2,2019
sefolth01_2019,Thabo Sefolosha,sefolth01,50.0,609.0,12.1,0.599,0.523,0.14800000000000002,1.4,20.1,10.9,6.1,3.4,0.7,13.6,12.9,0.2,1.2,1.5,0.115,-1.6,3.1,1.5,0.5,2019
seldewa01_2019,Wayne Selden,seldewa01,75.0,1439.0,8.3,0.491,0.36,0.19,2.8,11.0,6.9,11.3,1.1,0.8,13.1,18.4,-1.0,0.8,-0.3,-0.009000000000000001,-3.8,-1.6,-5.4,-1.2,2019
sextoco01_2019,Collin Sexton,sextoco01,82.0,2605.0,12.0,0.52,0.245,0.21100000000000002,2.3,8.0,5.0,15.3,0.8,0.2,12.3,25.2,-0.1,-0.5,-0.6,-0.011000000000000001,-1.4,-3.3,-4.7,-1.8,2019
shamela01_2019,Landry Shamet,shamela01,79.0,1802.0,11.0,0.604,0.711,0.16699999999999998,1.3,6.4,3.9,9.0,1.0,0.4,7.0,15.0,2.7,0.9,3.6,0.095,-0.3,-1.3,-1.6,0.2,2019
shumpim01_2019,Iman Shumpert,shumpim01,62.0,1481.0,9.1,0.499,0.612,0.10099999999999999,1.9,11.4,6.5,9.9,1.9,1.4,9.7,14.5,0.1,1.2,1.4,0.045,-2.4,0.5,-1.9,0.0,2019
siakapa01_2019,Pascal Siakam,siakapa01,80.0,2548.0,18.7,0.628,0.226,0.32,5.4,17.5,11.6,14.6,1.4,1.7,12.5,20.8,5.7,3.6,9.3,0.175,1.6,0.8,2.4,2.8,2019
siberjo01_2019,Jordan Sibert,siberjo01,1.0,4.0,29.7,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.183,13.7,2.2,16.0,0.0,2019
simmobe01_2019,Ben Simmons,simmobe01,79.0,2700.0,20.0,0.5820000000000001,0.006,0.446,6.9,20.0,13.7,34.2,2.0,1.8,19.3,22.1,4.6,3.6,8.2,0.146,2.2,1.3,3.6,3.8,2019
simmojo02_2019,Jonathon Simmons,simmojo02,56.0,1064.0,8.5,0.466,0.297,0.27699999999999997,2.7,10.0,6.3,16.7,1.3,1.2,14.8,18.7,-0.8,1.1,0.3,0.013000000000000001,-3.9,-0.3,-4.2,-0.6,2019
simmoko01_2019,Kobi Simmons,simmoko01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.033,-7.4,-3.2,-10.6,0.0,2019
simonan01_2019,Anfernee Simons,simonan01,20.0,141.0,11.1,0.535,0.46,0.254,2.3,7.4,4.9,13.7,0.3,0.0,13.6,24.3,0.0,0.0,0.1,0.02,-1.5,-3.7,-5.3,-0.1,2019
smartma01_2019,Marcus Smart,smartma01,80.0,2200.0,13.1,0.568,0.61,0.228,2.8,8.6,5.7,19.1,3.1,1.1,16.5,14.6,2.2,3.1,5.3,0.11599999999999999,-1.2,2.0,0.8,1.5,2019
smithde03_2019,Dennis Smith Jr.,smithde03,53.0,1508.0,12.3,0.502,0.32,0.24,2.2,8.7,5.5,27.3,2.1,1.1,17.6,24.8,-1.2,1.2,0.0,0.001,-1.6,-0.4,-1.9,0.0,2019
smithis01_2019,Ish Smith,smithis01,56.0,1251.0,11.8,0.485,0.276,0.127,1.9,11.1,6.3,25.4,1.1,0.7,10.6,19.9,0.5,1.1,1.7,0.064,-1.6,-0.3,-2.0,0.0,2019
smithja02_2019,Jason Smith,smithja02,20.0,190.0,9.8,0.49200000000000005,0.441,0.271,9.0,20.2,14.6,9.7,0.7,3.1,16.4,17.5,0.0,0.2,0.2,0.038,-3.7,-1.0,-4.7,-0.1,2019
smithjr01_2019,J.R. Smith,smithjr01,11.0,222.0,7.8,0.444,0.494,0.127,0.0,9.4,4.5,13.8,2.5,1.2,11.7,18.6,-0.3,0.1,-0.2,-0.038,-3.7,0.5,-3.2,-0.1,2019
smithzh01_2019,Zhaire Smith,smithzh01,6.0,111.0,9.5,0.5329999999999999,0.47100000000000003,0.235,2.9,9.3,6.2,12.3,0.9,1.4,13.8,16.4,0.0,0.1,0.1,0.048,-2.8,-2.2,-5.0,-0.1,2019
snellto01_2019,Tony Snell,snellto01,74.0,1304.0,10.7,0.585,0.565,0.11599999999999999,2.4,9.4,6.1,6.7,0.9,1.2,5.7,12.9,1.6,1.6,3.2,0.11699999999999999,-1.0,0.3,-0.7,0.4,2019
spaldra01_2019,Ray Spalding,spaldra01,14.0,148.0,14.6,0.516,0.064,0.255,11.1,25.1,18.0,5.1,2.9,4.5,14.7,17.8,0.0,0.2,0.2,0.051,-4.3,-0.8,-5.1,-0.1,2019
spellom01_2019,Omari Spellman,spellom01,46.0,805.0,12.4,0.516,0.525,0.184,9.2,16.3,12.7,8.0,1.5,2.7,10.5,14.9,0.6,0.5,1.2,0.07,-0.5,-0.7,-1.2,0.2,2019
stausni01_2019,Nik Stauskas,stausni01,68.0,1015.0,10.9,0.545,0.556,0.18899999999999997,1.9,11.7,6.8,11.1,1.0,0.6,12.2,17.6,0.6,0.5,1.1,0.052000000000000005,-0.7,-1.2,-1.9,0.0,2019
stephdj01_2019,D.J. Stephens,stephdj01,1.0,7.0,5.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,33.3,19.1,0.0,0.0,0.0,-0.11900000000000001,-7.1,1.6,-5.5,0.0,2019
stephla01_2019,Lance Stephenson,stephla01,68.0,1123.0,11.8,0.529,0.456,0.16899999999999998,3.0,16.5,9.9,17.3,1.7,0.5,15.6,20.3,-0.1,1.2,1.1,0.049,-1.6,0.1,-1.5,0.1,2019
sumneed01_2019,Edmond Sumner,sumneed01,23.0,210.0,7.6,0.44299999999999995,0.42200000000000004,0.375,4.9,7.8,6.3,6.3,2.8,2.1,11.8,17.6,-0.2,0.3,0.1,0.02,-5.8,0.5,-5.3,-0.2,2019
swanica01_2019,Caleb Swanigan,swanica01,21.0,178.0,4.7,0.377,0.132,0.17,10.2,27.6,19.1,8.0,1.6,0.5,24.0,17.7,-0.5,0.2,-0.2,-0.06,-7.1,0.0,-7.2,-0.2,2019
tatumja01_2019,Jayson Tatum,tatumja01,79.0,2455.0,15.1,0.547,0.3,0.22,3.0,17.7,10.4,10.0,1.6,2.1,9.7,22.1,1.6,3.4,5.0,0.09699999999999999,-0.4,0.2,-0.2,1.1,2019
teaguje01_2019,Jeff Teague,teaguje01,42.0,1264.0,15.4,0.528,0.252,0.368,1.3,7.7,4.5,37.6,1.6,1.2,16.7,19.3,1.7,0.5,2.2,0.085,0.8,-1.2,-0.4,0.5,2019
templga01_2019,Garrett Temple,templga01,75.0,2040.0,8.5,0.5429999999999999,0.535,0.217,1.5,10.2,5.8,7.4,1.8,1.4,11.5,13.2,0.3,2.0,2.2,0.052000000000000005,-3.3,0.5,-2.8,-0.4,2019
teodomi01_2019,Miloš Teodosić,teodomi01,15.0,150.0,6.5,0.557,0.675,0.175,2.2,8.9,5.7,28.8,0.9,0.5,32.8,18.0,-0.1,0.1,-0.1,-0.019,-3.8,-1.7,-5.4,-0.1,2019
terreja01_2019,Jared Terrell,terreja01,14.0,111.0,0.7,0.37200000000000005,0.436,0.154,1.0,4.9,2.9,14.4,1.3,1.5,19.4,19.6,-0.4,0.0,-0.3,-0.14,-8.5,-2.3,-10.9,-0.2,2019
terryem01_2019,Emanuel Terry,terryem01,3.0,23.0,19.7,0.5710000000000001,0.0,0.5710000000000001,14.1,19.6,16.8,12.2,6.2,0.0,18.6,20.1,0.0,0.0,0.1,0.11699999999999999,-0.2,2.4,2.3,0.0,2019
theisda01_2019,Daniel Theis,theisda01,66.0,908.0,17.0,0.624,0.252,0.28600000000000003,10.2,16.2,13.2,10.5,1.1,4.1,9.9,15.8,2.3,1.3,3.5,0.188,-0.8,0.9,0.0,0.5,2019
thomais02_2019,Isaiah Thomas,thomais02,12.0,181.0,7.0,0.43700000000000006,0.434,0.273,3.0,4.8,3.9,18.6,1.4,0.5,14.0,30.4,-0.4,0.1,-0.3,-0.077,-4.0,-2.5,-6.5,-0.2,2019
thomakh01_2019,Khyri Thomas,thomakh01,26.0,195.0,6.2,0.413,0.507,0.159,2.2,9.3,5.6,6.0,1.8,2.2,5.1,17.2,-0.2,0.2,0.0,0.005,-4.9,-0.1,-5.0,-0.2,2019
thomala01_2019,Lance Thomas,thomala01,46.0,783.0,6.4,0.48200000000000004,0.401,0.183,2.7,13.1,7.8,5.0,1.0,0.8,10.1,12.9,-0.3,0.3,0.1,0.004,-4.8,-0.9,-5.7,-0.7,2019
thompkl01_2019,Klay Thompson,thompkl01,78.0,2652.0,16.6,0.5710000000000001,0.42700000000000005,0.113,1.6,10.1,6.0,10.5,1.5,1.5,7.2,25.6,2.9,2.3,5.3,0.095,1.1,-1.4,-0.3,1.2,2019
thomptr01_2019,Tristan Thompson,thomptr01,43.0,1198.0,18.4,0.551,0.0,0.27899999999999997,15.4,25.7,20.3,11.2,1.2,1.2,12.1,17.7,2.1,0.5,2.6,0.105,1.4,-1.9,-0.5,0.4,2019
thornsi01_2019,Sindarius Thornwell,thornsi01,64.0,313.0,5.2,0.485,0.306,0.6940000000000001,1.7,12.8,7.5,7.2,2.1,1.8,23.8,11.3,-0.3,0.3,0.0,0.004,-5.8,1.0,-4.7,-0.2,2019
tollian01_2019,Anthony Tolliver,tollian01,65.0,1079.0,8.6,0.5710000000000001,0.83,0.23199999999999998,1.5,16.2,8.8,5.5,0.8,1.7,11.2,12.5,0.6,0.5,1.2,0.052000000000000005,-1.7,-0.7,-2.4,-0.1,2019
townska01_2019,Karl-Anthony Towns,townska01,77.0,2545.0,26.3,0.622,0.27,0.342,10.9,29.3,20.0,17.2,1.3,4.2,13.7,28.9,7.2,3.2,10.4,0.19699999999999998,5.4,0.6,6.0,5.1,2019
trentga02_2019,Gary Trent Jr.,trentga02,15.0,111.0,3.6,0.377,0.42,0.14,1.0,9.4,5.3,6.2,0.4,1.4,7.0,21.7,-0.3,0.1,-0.2,-0.092,-6.6,-4.2,-10.8,-0.2,2019
trieral01_2019,Allonzo Trier,trieral01,64.0,1459.0,12.2,0.564,0.255,0.431,2.2,12.2,7.1,12.9,0.9,0.8,15.8,21.5,0.4,0.5,0.9,0.03,-1.6,-1.5,-3.1,-0.4,2019
tuckepj01_2019,P.J. Tucker,tuckepj01,82.0,2802.0,9.2,0.547,0.74,0.113,4.7,14.4,9.5,4.6,2.3,1.2,10.3,9.5,2.0,3.0,5.0,0.086,-1.6,1.0,-0.6,1.0,2019
turneev01_2019,Evan Turner,turneev01,73.0,1605.0,11.6,0.504,0.11699999999999999,0.239,2.5,18.9,10.9,23.6,1.0,0.9,18.9,15.9,0.5,1.5,2.0,0.06,-1.8,0.5,-1.3,0.3,2019
turnemy01_2019,Myles Turner,turnemy01,74.0,2119.0,18.0,0.5670000000000001,0.251,0.258,5.4,22.0,13.9,8.0,1.4,8.4,10.3,20.0,1.9,4.4,6.3,0.14400000000000002,0.0,2.4,2.5,2.4,2019
udohek01_2019,Ekpe Udoh,udohek01,51.0,320.0,20.9,0.698,0.0,0.41700000000000004,9.3,20.9,15.2,12.8,1.5,7.7,13.2,13.1,0.9,0.7,1.6,0.23800000000000002,0.8,3.9,4.7,0.5,2019
ulisty01_2019,Tyler Ulis,ulisty01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015,-7.7,-2.7,-10.4,0.0,2019
valanjo01_2019,Jonas Valančiūnas,valanjo01,49.0,1091.0,24.4,0.616,0.08900000000000001,0.344,10.7,31.4,21.1,12.0,0.8,4.4,12.7,28.5,2.2,1.9,4.2,0.183,2.2,0.4,2.6,1.3,2019
vandeja01_2019,Jarred Vanderbilt,vandeja01,17.0,69.0,12.4,0.513,0.053,0.526,10.9,25.2,18.0,5.9,4.3,1.3,25.5,19.4,-0.1,0.1,0.1,0.037000000000000005,-5.2,1.0,-4.2,0.0,2019
vanvlfr01_2019,Fred VanVleet,vanvlfr01,64.0,1760.0,13.7,0.539,0.493,0.192,1.3,8.7,5.1,23.9,1.6,0.9,11.2,17.9,2.4,1.9,4.3,0.11699999999999999,0.4,0.1,0.5,1.1,2019
vonleno01_2019,Noah Vonleh,vonleno01,68.0,1722.0,13.9,0.561,0.311,0.355,6.7,25.8,16.0,11.1,1.3,2.5,14.7,14.8,1.5,1.7,3.2,0.09,-1.2,0.5,-0.7,0.6,2019
vucevni01_2019,Nikola Vučević,vucevni01,80.0,2510.0,25.5,0.573,0.171,0.168,9.4,31.9,20.5,21.9,1.6,3.0,9.9,28.0,5.4,4.7,10.1,0.193,5.0,1.7,6.6,5.5,2019
wadedw01_2019,Dwyane Wade,wadedw01,72.0,1885.0,15.8,0.51,0.272,0.243,3.9,12.2,8.0,26.5,1.5,1.8,13.5,27.9,0.1,2.3,2.4,0.061,0.8,-0.2,0.6,1.2,2019
wagnemo01_2019,Moritz Wagner,wagnemo01,43.0,446.0,10.1,0.5329999999999999,0.45,0.31,4.0,15.4,9.8,7.4,1.1,2.4,16.7,21.7,-0.3,0.5,0.2,0.02,-3.9,-0.4,-4.3,-0.3,2019
waitedi01_2019,Dion Waiters,waitedi01,44.0,1138.0,11.4,0.53,0.605,0.092,0.7,10.2,5.4,16.4,1.2,0.7,11.4,21.1,0.1,1.1,1.2,0.052000000000000005,-0.5,-0.6,-1.1,0.3,2019
walkeke02_2019,Kemba Walker,walkeke02,82.0,2863.0,21.7,0.5579999999999999,0.434,0.267,1.9,11.9,6.8,29.4,1.7,1.0,10.1,31.5,5.5,1.9,7.4,0.12300000000000001,5.2,-1.0,4.2,4.4,2019
walkelo01_2019,Lonnie Walker,walkelo01,17.0,118.0,10.8,0.446,0.28300000000000003,0.217,0.0,15.6,7.9,10.3,2.9,2.2,7.4,20.3,-0.1,0.2,0.0,0.019,-3.4,1.0,-2.4,0.0,2019
wallaty01_2019,Tyrone Wallace,wallaty01,62.0,628.0,7.0,0.45,0.08800000000000001,0.263,3.5,13.2,8.5,9.5,1.6,0.9,12.9,18.7,-0.8,0.5,-0.3,-0.023,-5.6,-0.8,-6.4,-0.7,2019
walljo01_2019,John Wall,walljo01,32.0,1104.0,18.0,0.527,0.306,0.317,1.5,10.1,5.7,39.2,2.1,2.2,16.1,28.8,0.5,0.7,1.2,0.051,2.2,-1.4,0.9,0.8,2019
wanambr01_2019,Brad Wanamaker,wanambr01,36.0,343.0,14.3,0.597,0.371,0.267,0.9,11.8,6.4,22.5,1.7,0.5,13.9,17.1,0.6,0.4,1.0,0.134,-1.3,0.7,-0.7,0.1,2019
warretj01_2019,T.J. Warren,warretj01,43.0,1360.0,16.3,0.58,0.295,0.203,2.5,11.8,7.1,7.7,1.8,1.8,7.2,22.7,1.6,0.5,2.1,0.07400000000000001,0.9,-1.1,-0.2,0.6,2019
washbju01_2019,Julian Washburn,washbju01,18.0,254.0,6.5,0.402,0.5,0.083,3.5,14.8,9.1,7.7,2.5,0.7,12.3,10.0,-0.2,0.3,0.1,0.023,-5.1,0.5,-4.6,-0.2,2019
watanyu01_2019,Yuta Watanabe,watanyu01,15.0,174.0,3.3,0.35200000000000004,0.314,0.196,2.5,17.7,10.0,6.6,1.1,0.5,9.8,15.8,-0.4,0.2,-0.2,-0.065,-7.0,-2.1,-9.1,-0.3,2019
welshth01_2019,Thomas Welsh,welshth01,11.0,36.0,16.1,0.648,0.5379999999999999,0.154,0.0,12.1,6.0,20.5,0.0,0.0,6.7,17.7,0.1,0.0,0.1,0.162,2.2,-1.1,1.2,0.0,2019
westbru01_2019,Russell Westbrook,westbru01,73.0,2630.0,21.1,0.501,0.27899999999999997,0.306,4.1,28.3,15.8,46.5,2.5,1.1,16.3,30.9,1.8,5.0,6.8,0.124,2.8,2.4,5.2,4.7,2019
whitede01_2019,Derrick White,whitede01,67.0,1728.0,14.8,0.555,0.262,0.22699999999999998,2.2,13.3,7.8,21.0,1.9,2.3,14.0,17.7,1.7,1.9,3.6,0.10099999999999999,-0.4,1.3,0.9,1.3,2019
whiteha01_2019,Hassan Whiteside,whiteha01,72.0,1674.0,23.5,0.564,0.024,0.35700000000000004,16.3,35.6,25.9,5.6,1.3,7.3,11.0,22.6,2.3,4.0,6.3,0.18,1.1,1.2,2.3,1.8,2019
whiteok01_2019,Okaro White,whiteok01,3.0,6.0,-4.5,0.0,1.0,0.0,17.8,18.4,18.1,0.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,-0.251,-9.0,-7.8,-16.8,0.0,2019
wiggian01_2019,Andrew Wiggins,wiggian01,73.0,2543.0,12.4,0.493,0.28800000000000003,0.245,3.5,11.4,7.4,10.9,1.3,1.6,9.3,24.4,-0.6,1.3,0.6,0.012,-1.2,-1.8,-3.0,-0.6,2019
willial03_2019,Alan Williams,willial03,5.0,26.0,32.9,0.61,0.077,0.308,16.2,60.3,38.4,22.3,1.8,0.0,6.3,25.5,0.1,0.1,0.2,0.312,7.6,4.2,11.8,0.1,2019
willicj01_2019,C.J. Williams,willicj01,15.0,128.0,8.8,0.55,0.457,0.028999999999999998,0.8,5.9,3.3,12.9,2.2,0.0,12.4,13.3,0.1,0.1,0.1,0.042,-3.8,0.2,-3.7,-0.1,2019
willijo04_2019,Johnathan Williams,willijo04,24.0,372.0,15.1,0.599,0.018000000000000002,0.436,13.6,13.9,13.7,4.9,1.0,1.5,10.9,16.4,0.7,0.3,1.0,0.135,-2.0,-1.1,-3.2,-0.1,2019
willike04_2019,Kenrich Williams,willike04,46.0,1079.0,9.7,0.485,0.5589999999999999,0.068,5.4,15.5,10.5,9.5,1.9,1.4,11.1,12.3,0.3,0.9,1.2,0.053,-2.3,0.4,-1.9,0.0,2019
willilo02_2019,Lou Williams,willilo02,75.0,1993.0,21.2,0.5539999999999999,0.256,0.426,2.2,9.4,5.9,33.0,1.3,0.4,11.8,32.4,3.9,1.2,5.1,0.12300000000000001,4.3,-2.1,2.2,2.1,2019
willima02_2019,Marvin Williams,willima02,75.0,2133.0,12.6,0.5479999999999999,0.586,0.132,3.8,17.1,10.3,6.1,1.6,2.5,6.4,14.9,1.9,1.9,3.8,0.086,-0.4,0.2,-0.3,0.9,2019
williro04_2019,Robert Williams,williro04,32.0,283.0,18.8,0.703,0.0,0.294,10.2,20.4,15.3,3.3,1.5,12.5,14.8,10.3,0.5,0.6,1.2,0.201,-1.7,3.4,1.8,0.3,2019
willitr02_2019,Troy Williams,willitr02,21.0,312.0,10.5,0.531,0.449,0.153,3.9,15.9,9.7,4.7,1.5,2.2,7.9,15.0,0.1,0.3,0.4,0.064,-2.4,0.0,-2.4,0.0,2019
wilsodj01_2019,D.J. Wilson,wilsodj01,48.0,882.0,10.3,0.515,0.506,0.187,5.5,19.2,12.8,7.6,0.9,1.9,10.5,14.4,0.3,1.4,1.7,0.09300000000000001,-2.4,0.2,-2.2,0.0,2019
winslju01_2019,Justise Winslow,winslju01,66.0,1959.0,12.8,0.513,0.342,0.183,3.4,15.9,9.6,21.9,1.8,0.9,14.9,20.8,0.2,2.6,2.8,0.067,-1.3,0.7,-0.6,0.7,2019
woodch01_2019,Christian Wood,woodch01,21.0,251.0,21.9,0.607,0.222,0.479,7.2,26.5,17.0,4.8,1.3,3.2,10.7,26.1,0.4,0.3,0.8,0.151,1.4,-1.0,0.4,0.1,2019
wrighde01_2019,Delon Wright,wrighde01,75.0,1699.0,15.5,0.523,0.301,0.26899999999999996,4.4,12.8,8.6,21.6,2.5,1.6,11.0,18.1,1.9,2.4,4.3,0.121,0.1,1.4,1.5,1.5,2019
yabusgu01_2019,Guerschon Yabusele,yabusgu01,41.0,251.0,12.4,0.542,0.364,0.28600000000000003,9.8,12.8,11.3,8.2,1.5,2.5,14.8,17.5,0.2,0.3,0.5,0.09,-2.5,-0.2,-2.7,0.0,2019
youngni01_2019,Nick Young,youngni01,4.0,37.0,2.3,0.5,0.889,0.0,0.0,2.9,1.5,6.8,0.0,2.4,18.2,12.7,0.0,0.0,0.0,-0.021,-4.3,-2.5,-6.9,0.0,2019
youngth01_2019,Thaddeus Young,youngth01,81.0,2489.0,16.2,0.569,0.174,0.161,8.7,14.4,11.7,12.0,2.4,1.3,12.0,18.0,3.0,3.9,6.9,0.133,0.4,1.1,1.5,2.2,2019
youngtr01_2019,Trae Young,youngtr01,81.0,2503.0,17.0,0.539,0.384,0.33,2.6,10.2,6.3,40.5,1.3,0.5,17.6,28.4,2.5,0.7,3.3,0.062,2.3,-2.8,-0.6,0.9,2019
zelleco01_2019,Cody Zeller,zelleco01,49.0,1243.0,17.2,0.611,0.064,0.409,9.4,19.7,14.5,12.1,1.5,2.9,13.2,16.3,2.6,1.2,3.9,0.15,-0.6,0.7,0.1,0.7,2019
zellety01_2019,Tyler Zeller,zellety01,6.0,93.0,17.3,0.607,0.033,0.6,12.9,15.7,14.2,6.7,0.5,3.1,9.5,20.1,0.2,0.1,0.3,0.16699999999999998,-3.1,-1.9,-5.0,-0.1,2019
zizican01_2019,Ante Žižić,zizican01,59.0,1082.0,16.2,0.59,0.0,0.39899999999999997,10.6,22.8,16.4,7.7,0.6,1.8,13.6,18.2,1.7,0.3,2.0,0.087,-1.1,-2.1,-3.2,-0.3,2019
zubaciv01_2019,Ivica Zubac,zubaciv01,59.0,1040.0,18.9,0.604,0.0,0.332,11.9,24.2,18.2,9.1,0.6,4.0,13.9,20.3,1.9,1.3,3.2,0.14800000000000002,-0.2,-0.2,-0.5,0.4,2019
